vehicle_id,node_idx,node_id,lat,lon,cumulative_distance_km,zone_id
9,43,10087,-23.52773504312137,-46.73898242102839,82.94,3
9,61,13777,-23.527214475445724,-46.7315398082117,83.436,3
9,66,8390,-23.531363832361933,-46.72976400972352,85.129,3
9,48,1181,-23.539443129061095,-46.71568599293085,85.129,3
9,53,3743,-23.539443129061095,-46.71568599293085,87.893,3
9,31,13091,-23.56183531095864,-46.72746582199959,89.51,3
9,46,7386,-23.576282087988304,-46.72565705322003,90.515,3
9,7,15213,-23.582032878988983,-46.71805098695827,93.363,3
9,65,14776,-23.58104278434991,-46.745977047606765,94.254,3
9,33,18793,-23.57318784846209,-46.747718936724524,94.679,3
9,60,17991,-23.57055394976627,-46.744693648075454,95.667,3
9,15,14594,-23.565310145161252,-46.752511185815685,96.87,3
9,50,7980,-23.556951849010357,-46.74501831862769,96.87,3
9,30,17351,-23.556951849010357,-46.74501831862769,97.573,3
9,73,18632,-23.55388199999999,-46.73898133510208,99.493,3
9,51,15018,-23.542127519129053,-46.7527721799693,100.913,3
9,32,1036,-23.54780870664772,-46.76524741316207,101.442,3
1,0,depot,-23.731552,-46.68921,0.736,4
1,9,14456,-23.72504818237841,-46.68784672947616,5.029,4
1,55,16318,-23.688890497085808,-46.673066137111185,5.655,4
1,17,2320,-23.69253574854291,-46.66839044892957,6.58,4
1,64,716,-23.690363499999933,-46.65961730099997,7.182,4
1,62,5168,-23.685158005382213,-46.65799433276703,10.139,4
1,54,11719,-23.70120810309062,-46.63483367692889,10.842,4
1,8,13226,-23.69621664481275,-46.63906191504909,11.444,4
1,53,16039,-23.700391716675306,-46.642831758122206,12.694,4
1,23,1789,-23.69037930057997,-46.648408148493814,13.933,4
1,24,13167,-23.69761049845985,-46.65766431076813,15.162,4
1,28,2531,-23.69253574854291,-46.66839044892957,15.546,4
1,71,13023,-23.691204943375304,-46.66491680704305,16.52,4
1,5,14409,-23.685158005382213,-46.65799433276703,16.52,4
1,10,8166,-23.685158005382213,-46.65799433276703,17.047,4
1,26,17202,-23.685123122395996,-46.66316801345588,18.244,4
1,73,8907,-23.676289828452155,-46.6699021447429,19.259,4
1,60,4046,-23.679713503750907,-46.679135364418016,20.459,4
1,65,6659,-23.690463604480296,-46.67813381554541,20.459,4
1,48,18067,-23.690463604480296,-46.67813381554541,20.596,4
1,66,12291,-23.690506322090155,-46.67948403830283,21.622,4
1,15,7512,-23.683204519014343,-46.68564379447747,21.622,4
1,40,4859,-23.683204519014343,-46.68564379447747,22.236,4
1,27,19049,-23.688011001933244,-46.68861021758333,23.481,4
1,41,7773,-23.685835327226048,-46.70060490660166,24.854,4
1,50,12613,-23.693713323619363,-46.710991013141424,27.385,4
1,35,12755,-23.716358790726552,-46.70854315751051,28.281,4
1,39,10467,-23.7139561784581,-46.70014123841536,28.686,4
1,44,12136,-23.711269421316853,-46.69745742603439,29.733,4
1,36,17484,-23.703874271163937,-46.691080447983055,30.835,4
1,69,11245,-23.71316680766343,-46.68733996947312,30.835,4
1,67,16490,-23.71316680766343,-46.68733996947312,31.643,4
1,43,2258,-23.720437497374263,-46.68726445363587,31.643,4
1,46,17314,-23.720437497374263,-46.68726445363587,32.398,4
1,21,13077,-23.72470026061802,-46.68148760073805,32.398,4
1,20,7654,-23.72470026061802,-46.68148760073805,33.047,4
1,7,18841,-23.72504818237841,-46.68784672947616,33.783,4
2,0,depot,-23.731552,-46.68921,2.384,4
2,1,4729,-23.750784572391318,-46.678867884399004,3.74,4
2,38,14315,-23.76157050513589,-46.67263416388716,6.302,4
2,63,3481,-23.77255875590049,-46.69475623431819,8.044,4
2,18,12183,-23.761966359494547,-46.70736418870526,9.396,4
2,37,15976,-23.771799152230386,-46.715191274006024,12.91,4
2,49,18079,-23.795197084253825,-46.7384060589763,12.91,4
2,14,2385,-23.795197084253825,-46.7384060589763,16.872,4
2,16,2847,-23.828551543712848,-46.72473041756596,16.872,4
2,29,10317,-23.828551543712848,-46.72473041756596,16.872,4
2,25,5222,-23.828551543712848,-46.72473041756596,18.739,4
2,45,4347,-23.840907870389906,-46.73715861750714,22.034,4
2,6,17639,-23.811270516792643,-46.7375025756247,27.455,4
2,56,11025,-23.822952506520867,-46.68576630718214,33.133,4
2,74,9268,-23.77255875590049,-46.69475623431819,34.874,4
2,2,12359,-23.761966359494547,-46.70736418870526,35.685,4
2,59,8808,-23.761768101722534,-46.69939959769749,36.475,4
2,75,18967,-23.754961606387248,-46.6971784679439,37.191,4
2,51,1569,-23.74981810254469,-46.70140755620633,37.191,4
2,22,18212,-23.74981810254469,-46.70140755620633,37.871,4
2,32,5023,-23.750082770603264,-46.694735764125035,39.225,4
2,13,16015,-23.75540171490374,-46.682765544405335,39.556,4
2,31,17861,-23.75521731872297,-46.67952106494891,40.882,4
2,47,960,-23.75266495485217,-46.66679225872885,40.882,4
2,33,4112,-23.75266495485217,-46.66679225872885,40.882,4
2,12,3119,-23.75266495485217,-46.66679225872885,43.949,4
2,19,520,-23.742789663887148,-46.6949266239252,44.697,4
2,57,1125,-23.738481942552912,-46.689273183045735,45.258,4
2,68,14920,-23.733586608517538,-46.690567564804674,45.523,4
3,0,depot,-23.731552,-46.68921,0.977,4
3,11,10241,-23.724505225921877,-46.69493934677728,3.373,4
3,61,4601,-23.734667412534634,-46.71569694172146,3.373,4
3,34,18919,-23.734667412534634,-46.71569694172146,4.545,4
3,4,3082,-23.74398649570083,-46.71031943672453,4.545,4
3,52,16950,-23.74398649570083,-46.71031943672453,4.908,4
